LittleMonster,6,这还是卡梅隆编剧，剧情一塌糊涂，结尾更是懵逼，除了特效之外真的没啥可夸的。女主智商全程被男主带着跑，苦命鸳鸯人机相恋无善果。恕我直言，本片比《泰坦尼克号》差了一百个《阿凡达》。PS：多一星给我家诺顿一秒钟脸。,193
二十二岛主,8,柏林院线。确实要看IMAX，结尾后全场有掌声。因为之前看过片段，所以对于特效的完成度已经有了心理预期，但是有几场戏还是令人瞠目结舌了，每年都会有这样一部电影刷新你对于特效技术的认知，去年是《头号玩家》，今年应该就是这部了。可惜除了一些罗德里格兹个人的小趣味之外，影片故事的推动和阿丽塔的人设都很一般，再次暴露了创作上的短板，不过来看这部的观众在主题层面应该也不会苛责太多，够燃就可以了。,580
木卫二,6,其实就是杀戮到底，你可以回忆下改造人的诸多死法。有RR的暴力因子，但非要贴上甜心青春的爱情图腾，包装出来的「掏心」桥段，弱鸡男票，提不起来精神。最大问题，可能是似曾相识的东西太多（并非针对铳梦的前几卷）。无论是废土视觉，还有这事一个见过各式机器人打架的年头。反派战力和表现之差劲，也匪夷所思。包括打球的设定，实在都是烂大街的套路。,91
小汪,10,除了没剪成三四个小时，显得太短以外，没什么理由不给满分。如今一部影片的长度已经不能满足观众想要了解一个建构世界的好奇心了，在展映cosmos和ontology的电影时代，一部让人看了回味无限的科幻电影就是成功的。如果又要感官上的刺激，又要哲学上的思考，我建议回家做梦。,1263
Velox,6,勉强3星。打斗戏令人满意，强劲的速度感和打击感能轻而易举地使观众爽到。剧作方面，原作被保留的设定和情节还是那么好看，导演添加改动的部分则几乎都在水准线以下，说几个我能想起来的：女主的塑造自始至终都缺细节，说服力不足，致使其性格不自然；两处人物关系重大转变（医生对女主，女主对男主）的处理生硬得难受，前者着墨太少，后者不合情理；与奖金猎人和boss手下每一次冲突的矛盾点都很无力，只有感官刺激缺少情绪力度；叙事层次感为零，后半部分某处，故事的“势”甚至有完全断掉的观感，这是改编能力不足的体现。,135
欢乐分裂,6,与其说外披赛博朋克+末日废土的科幻视效风格，个人觉得更接近武侠模式的超英片——天生神力绝技傍身横空出世，误入被弃之地，在实战中寻回点滴记忆，终得荣光加身，一扫江湖，开启开挂的荡寇之路。对天上地下两个空间的阶层分化描写，想及《极乐空间》，更宏大的格局只能期待后作。被折翼的天使若想振翅翱翔，又岂是寻常人间教育能束缚得了？对身份的追问和确认比较有兴趣。剧本尽力铺陈情感的渗入、滋养和实现转折，但几乎每个人的面貌无一不遵循既定印象的套路，更不用说男友的蠢萌和绮莲突发的母亲心，最打动的一幕是实力演绎“全心付出”。总体观感平平，充斥标配大片元素——高精度的CG制作体现产业化工业水准，视效纷繁华丽，情感空洞苍白。,58
ANNA,6,你们都错了什么赛博朋克！这明明是一部现在最流行的大女主剧！博士看她躺在垃圾堆就爱她！炮灰男主看她过个马路就爱她！博士老婆看她哭也爱她！Nova看着她露出了欣慰的笑容！我斗胆猜测一下，下一部是杰秀皇对她也一见钟情了吧！一个微笑大眼睛忽闪忽闪就能拿下死亡球总冠军！颤抖吧！废铁镇！颤抖吧！扎雷姆！,70
法兰西胶片,6,5.5分。在和原著做取舍以及不断的技术叠加的过程中，思想造诣和视觉概念竟然没有一点点的冒进，完全沦为《阿凡达2345》的软件库了。信不信半年后一发蓝光秒变家庭影院实体店的功能测试碟。,58
小嗯肖央,10,看的Dolby Vision版，超亮超清晰，视觉和音效爽爆！喜欢赛博朋克和废土风的一定要去看！格斗动作行云流水，融合了东方武术神韵和精密的金属质感，机械细节含量也就比攻壳机动队好了100个变形金刚吧～ 感情戏幼稚到令人目瞪狗呆，不过不必太苛求情节，因为这部只拍了漫画第一章，也就算个前传。结尾明示故事整体设定很宏大，目测一个续集都讲不完，可能会有三部曲什么的。 另外吐槽一下，Alita是白羊座的吧，好斗好胜，武力值满分，单细胞思维，还是个恋爱脑……来自火星，名字还跟Aries首字母相同，这些难道都是巧合吗！好吧我在一本正经地胡说八道。总之剧情再次证明了男孩子都是傻逼，白羊座女生还总能给傻逼织毛衣🙃 希望下一部不要再等十年hhh,724
同志亦凡人中文站,8,热血赛博格斗 + 凄美人机恋情 = 美瞳天使阿丽塔。最后的挥刀斩泪真酷~卡神把关质量保证，就是这少女心的剧本有点背离漫画版“铳梦”的精神啊...（anyway续集请走起）,308
豆浆大王,4,失望，没想到剧情如此简单，如此俗套，如此杂乱无章，看起来还是要拍续集的样子，可是连第一部都没讲好，既然是面向大众的改编，就得让没看过原作的人也能享受才行。诺瓦明明可以继续追杀男医生，为什么只杀了男主，你不是背后大boss监控下面一切吗，还让阿丽塔过得那么舒服拿冠军？赛博朋克和言情的部分甚至不如七十年代的片子，换个导演拍这电影都得全球暴死,24
江城子,8,没看过《铳梦》也没关系，电影叙事足够清晰。如果是冲着卡梅隆的特效去的，没话说，好得肉眼可见；如果是冲着罗德里格兹去的，需要调节心理预期，他那些cut的恶趣味的东西还在，但被分散安置在角落里，被他明显不想拍也没好的爱情戏给冲淡了。电影最本质的问题恰恰在于风格上的左右互搏，一会儿末世一会儿明媚，倒是适合更广泛的观众了，却距离经典更远了一步。但仍然想看第二部，毕竟爱德华·诺顿的大Boss才刚出场，期待好戏在后头。,27
瓦力,6,漫画风爽片，先把三颗星全给惊人的视觉效果和几场动作戏，必须必须必须IMAX3D！！终于明白《极乐空间》的背景设定是抄了本作原著漫画的构思，其他的等补完原著漫画再说。,25
小A,8,无论动作捕捉、CG视效，还是人类的情感，这个天使脸庞战士身躯的改造人，以及一切以她为主的场面戏都是这部电影最出色的部分——很遗憾也是仅有的出色部分。阿丽塔的奉献精神与他的战斗天性无法调和，或者剧本没把这两件事戏剧性地融合在一起。即便爱情能让她为男朋友不顾一切，一个前世今生以战为名，内心召唤与强力身躯合体的天生斗士，怎么会为了和一个底层人的爱情而甘愿付出自己的心脏？她战士和人类属性的融合点或者界线在哪儿？,5
顗禮,6,比一般的好莱坞漫改流水线有趣，东方元素乱炖与罗德里格兹的恶趣味私货结合出来的效果很特别，一些部分还小小的惊艳了一下（可惜这样的部分太少），但片子真的不算是很好看，个人甚至更喜欢《攻壳机动队》（寡姐版真人电影），最大的问题是所谓的“预期落差”，大家希望看到的是刺激的动作场面和大高潮，而不是冗长而节奏失衡的文戏与高潮的缺失，诚然还原度和对于ACG文化的理解度值得称赞，但片子远没有达到“精彩”的程度，3D效果也远不如预期，只能说有点失望吧，希望把高潮留在续集的做法能让续集更精彩。,3
Cavafymonami,4,感受：从来都喜欢不动“暴力爽片”。金属刮蹭的声效和手起刀落的画面只会让我恐惧和反感，而丝毫没有爽感。把杀人不眨眼的男性角色换成女的就能实现男女平等了？让女人活得像男人一样——这依旧是男性中心主义的男女平等而已。对于暴力美学这方面，我比较倾向“唐僧”，看电影的时候我总在想：那平白无故被主角撞倒甚至误杀的路人会是什么感受？那些家园被打斗摧毁的人们又跟这英雄主义有何瓜葛？甚至那些花花草草，他们本该平静地生活。没看过此片的漫画原著，对于日本漫画更是一无所知，对于电影的构图、视觉效果之类的艺术价值我也不太懂，因此没有评价。但就故事线、世界观建立和人物形象呈现方面，此片算不得上乘佳作。,5
张大水,6,最大败笔就是女主的设定，一个行走的蛇精脸滤镜。日本当初推出动漫脸是因为东方扁脸无法走向世界，就把大眼睛的动漫设定慢慢变成文化符号成功推向世界。其实找一个正常演员演就挺好的。世界唯二的两大科幻工业体系，美国的科幻电影，日本的科幻动漫，它们之间的转换从来没有成功过。,6
花袭人,6,星星都给美术和视效。打得太爽了。设定不错。剧本一般，台词有点尬。男生会不会塑造得太傻了？我是说女主这么能打挺好的，可是真的需要把男主写成花瓶才算给以前所有的花瓶女主出气吗（开玩笑）？爱德华诺顿打酱油，如果没有续集就整个浪费了。,18
恶魔奶爸Sam,2,罗德里格兹可能把黑色幽默和黑暗给搞混了，完全把握不住原著的绝望和窒息感，巨tm可怕，这些背景因素去掉了，女主的言行成长都特别古怪。这片最多两分，真毁原片。好莱坞翻拍日本作品，拍啥毁啥。,0
蓝猫看好莱坞,6,感觉比mortal engines强些，原因是比较放得开，动作戏视觉冲击力强，有几个镜头3D效果还是不错的。只是未来世界塑造较为俗套，角色中只有年轻的男主角给人印象深刻，是唯一温暖、人性化的角色。男女主角之间的感情戏还算甜蜜温馨。只是影片显然是要拍续集所以透露的信息有限，让人觉得更像是连续剧，剧情上意犹未尽，但动作戏还算过瘾。,15
柯里昂,6,两星半。这部片唯一成功的地方大概就是请对了罗德里格兹，以至于片中那些个动作场面和暴力元素不至于太难看，至于“卡梅隆深度参与电影创作”云云也就为了唬唬观众买票。好莱坞大片再这么玩下去别说砸十亿，就是再翻几番也白搭，剧本的烂俗和老旧程度可以与去年《毒液》《海王》匹敌，放一块就叫——「不思进取的好莱坞」。,20
肉馒头君,4,本就期望不高，结果发现远低于预期，仿佛重看了一遍当年汤包的攻壳机动队。 视效真的是没得黑，白天的赛博朋克都市非常有早期日本动画的味道，全CG制作的女主是真金白银砸出来的逼真。 剧情方面用两个字就可以总结:无趣。女主从头到尾都没有遇到真正意义上的困境。情节发展清汤寡水，食之无味。 开场的世界观展开总让人心里暗生期待希望能看到大格局的背景和故事构架炫酷的大场面打斗，然后就没有然后了。 不仅如此，片子打戏少得让人落泪，完全无法支撑起疲软的剧情，导致最后的追逐戏虽然水平不差，但我已经被无力的剧情消耗了太多精力，不愿集中注意再看女主到底要怎么躲避追杀。最后大钢管上的戏份垮得太厉害。,12
家禽腿部保健,10,虐狗者必須被劈成兩半,92
SELVEN,6,65/100 卡神的剧本，情节总是这么的丰满、情感架设也很成熟，但即便如此，这个故事塞进2小时的电影里，你还是能明显感觉到主人公的成长弧是无法充分完成的，Alita由新生的少女到为正义而战的女侠的转变的过程是很不够的。整部看下来，令人印象深刻的不是故事也不是特效制作，而是电影展现出的暴力美学，如果这是描绘一部普通人类世界的作品，那必定比这个人造人为主的世界血腥百倍的，腰斩、分尸、碎尸、斩首比比皆是，凡是涉及到动作场面的戏份，都可以说是爽快异常，配合Alita纯真冷酷的个性，倒是相当讨喜的。,12
无耻不混蛋,8,卧槽，阿丽塔太太太太好看了！十级好看！在我看来，远超《阿凡达》。十级酷！十级燃。一句话，阿丽塔就是：宇宙无敌少女赵薇主演的宇宙级酷炫动作大片。罗德格里兹为影片带来的B级片气质太正了。《罪恶之城》+《恐怖星球》都还在，太满足了。这一次，我居然还被一个机器人感动哭。,117
paula-ya,2,沒想過這麼爛的劇情竟然是卡麥隆監製的，是被狹持的情況下答應的嗎？！,611
二火山,6,阿丽塔大战韦恩斯坦，我爱上了她，废柴男友赶紧死。看过为数不多开头直奔主题不拖沓的电影，特效炸天，动作戏东方神武逆天开挂。后半部分剧情急转直下，彻底low掉。选诺顿做终极boss，因为他染白头发更像卡神吗？（机械体⚙版《力王》，各种肢解、爆头、剥皮、插眼，福斯内地宣传居然没有任何提示！辣鸡！）,12
木由,10,精致的赛博朋克画面太美了，不枉费卡梅隆心心念念这么久。喜欢到一天看了两场。果然，相对于主角的自我救赎我更喜欢宏大的视角，一场可以预见社会变革或是一个王朝的土崩瓦解。续篇真是让人期待啊。,57
西帕克,4,整体都非常电脑游戏化，脸是照着漫画捏的，名字是自己起的，打架基本开挂。主线剧情随意看看，可玩性都在升级装备。实在没事干，就打打冲撞球小游戏。这是自创了沙盒式编剧吧。,10
寒枝雀静,8,B / 当阿丽塔在濒死之际触碰前世记忆时，影片便从残缺空洞的“仿真”科幻开启了抽象精神提炼的逆流：赋予战斗与爱的激情以肉身，并在撞破幕墙的一瞬突破游戏内的拟像；暴力的残酷性作为骗局被隐藏，在奔涌至高潮时倏忽间剥离而出——一具扎根却又超然于“游戏”法则的临界“身体”诞生了，极端残酷、磅礴而纯净的浪漫啊！/ 二刷 一个完全污浊却无比神圣的形象。其战斗精神的复杂性在于，她既未将自身树立为“清高”以营造超脱的假像，又从未真正内化游戏法则，最终通过与环境的张力反作用于人物。这种坚固、锋利却现实的灵活性灌注于其身体变幻的速度与力量中，直到最后直指天空的一刻，这个事实上孤绝到底的人物才真正完成。,46
绝情书,10,看完了。整个过程心情很起伏。中途一直在感叹：拍晚了拍晚了，早点拍更好，这些东西愚蠢的大众已经见识过了。看到最后想站起来鼓掌！当天之城的霓虹一闪而过时，不管别人懂不懂。我懂了！卡梅隆牛逼！完全破除性别刻板印象，不是模糊两性，是再造！女主负责帅，男主负责美！女不爷，男不娘！,18
oo,4,这脸不就是过度美颜后的样子嘛，太仿真会感到生理不适啊！想起来郭敬明的爵迹,446
熊脑脑,6,初中看的漫画，从听说要拍电影等了十几年，作为原著粉，这部片子场面还原度9，情节还原度7，但是最重要的精神内涵几乎没有了。要知道原著给我的印象就是黑暗残酷，断肢残臂的死亡球比赛，像拧螺丝一样安装在机械身体上，被迫去打仗被随意使用的战士大脑，底层人残破的身体和坚定的求生意志，上层人虚假的美好生活，给了我很大冲击。但是电影里似乎刻意回避了残忍的部分，导致很多情感立不起来。不过阿丽塔很可爱，像个野生小动物，感觉所有的技术和爱都给了女主,10
Caesar,4,第一支预告片后制作团队第一件事 把女主双眼再放大 大眼－1星 按照解剖学 这么大的眼睛只能说女主原来没脑子啊 难怪只有她幸存了 一开始还很期待的 剧情也和原著差别很大 再－1星 留给特效一点面子不打一星,301
砚小朵™,4,前年毁我攻壳，今年毁我铳梦，要再毁一部五星物语，我真要骂脏话了。木城幸人不是高概念作者，他玩的是高氛围。从废土世界、天空之城、赛博朋克、功夫格斗、重口竞技，一团大杂烩下的血与钢。结果呢？美学上：导演放弃了传统赛博朋克九龙寨式霓虹美学，让阴霾下的废铁镇成了明亮阳光下的中东调调，粗粝的机动铁球赛成了线条光滑的TRON创战纪；世界观上：没有第一时间构建天空城vs废铁镇（上下界人民）时空等级关系，更没有构建人/非人（义体改造人）科幻伦理关系；人设上：杀戮机器凌波丽变小白兔；故事上：冗长啰嗦毫无重点。行吧，你没有成系统的美学，那就看特效，动作爽片抡圆了胳膊给我看皮肤毛孔，等了80分钟才进铁球赛，打斗还不如黄飞鸿，请不起武指吗？霓虹国没有电影重工业，木城幸人还得跪着感谢卡爷拍了自己作品，想想，真特么憋屈,17
内陆飞鱼,6,无功无过吧，看特效，看打斗还行，合格的爆米花电影，从《攻壳机动队》到《铳梦》，好莱坞改日漫，基本还是不得精髓，日式的孤寂美感、阴郁情绪基本荡然无存，只能看打了！,24
LF,8,罗导是怎么回事，动不动就肢解角色，平均每五分钟就有一个肢解场面吧。战斗场面是鬼神级的，但人物塑造就很粗糙了。赏金猎人zapan在街道上一边追着男主一边把路人推开，这一段的镜头我认为100%是致敬了终结者2中T1000和约翰康纳的追逐戏，不知道能不能找到和我一样感觉的人,6
乌鸦火堂,8,作为铁粉，比较满意，但没有达到预期，电影三星，加一星给情怀。故事压缩了漫画前三幕内容，做了一些取舍和人设变动，但相对改编度已经不错了，尤其是很多场景和情节，酒吧斗殴、杰秀煌、一条心等简直是神还原，但叙事则波澜不惊，非粉丝观众可能high不起来。技术叹为观止，比起火爆的机动铁球，个人最喜欢酒吧打斗，CG动作流畅+以假乱真，不得不赞服！,70
Grey,4,从剧情走向到人物动作逻辑糙得跟B级片似的，视觉上也没什么想象力，对背景世界的刻画相当差，机动球那段可以和《头号玩家》开场的赛车戏对比，可以看到罗德里格兹和斯皮尔伯格在调度上巨大的差距，本质上就是个没有血浆的血浆片，感觉钱是没砸好也砸得没必要。想表达的在这个年代实在太过时了。（开始还以为男主是科林法瑞尔儿子，最尴尬的是把诺顿认成了卡梅隆…）,9
Puff,8,故事算普通，有幾段也稍嫌悶，但這部電影作對了一件事，忠於原著，同時緊扣女主角的心路歷程，勞勃羅里奎茲為大家呈現了一段女孩成為女戰士的冒險旅程，動作設計簡直牛逼，一度讓我以為在看成家班的武打，死亡球賽這場戲營造出了視覺上的速度感與暴力感，同時又不失力與美，艾莉塔每個動作都像在跳芭蕾舞，暴力卻不失優雅，怎麼動作設計會棒成這樣！！視覺特效就更不用說了，一磚一瓦都是威塔工作室的結晶，卡麥隆這位技術控，延檔7個月不為別的，就是為了將視覺效果磨到登峰造極的層級，比起前陣子的《攻殼機動隊》，這部片會正式成為好萊塢改編日漫的全新標竿，正所謂卡神一出手，便知有沒有，成果就是這麼驚人。,76
T.V.Zoe ி,2,不知道宫崎骏会不会看这部 看完会不会生气 一遍遍看里面的人物被肢解我脑子里只有他说的 这样的技术根本不敬畏生命 故事本身乏善可陈 又只是为了炫技而炫技 太低级,10
琴 酒,10,几乎没有任何稍微有点意思的文戏，对我来说反倒是让阿丽塔显得纯粹起来，就所有的美和被打动的地方都是纯粹视觉的，那种力量，轻盈，速度，控制力，战斗的智慧和姿态。近乎透明的灵魂，但是她的身体就是灵魂。,29
zykmilan,8,没看过《铳梦》原著的人表示这就是《攻壳机动队》的赛博朋克风+《饥饿游戏》式的末世乌托邦故事线。卡神监制，视效确实没得说，动作捕捉的女主角细节做的非常逼真，一双大眼睛放在全片也丝毫没有初看预告片时的违和感。故事上，因为从结尾能看出电影是系列电影的开篇，所以确实越到后来越有一种似高潮非高潮的撩拨感，总归是不足够过瘾。不过整个世界观的架构还是非常生动、非常成功的，同时也留下了诸多悬念（其实这到底是好还是不好呢？现在好莱坞这种美剧式的系列电影拍法确实利弊明显……），是合格的系列开篇。,71
西楼尘,4,与二十一世纪所有人都想整容换脸不同，二十六世纪流行趋势是除了头身上什么都可以换。除此之外，就业依然艰难，球赛照旧风靡，底层向上层的晋升通道继续收窄，世界并无太大变化。女孩还是很单纯，给一块巧克力的甜就肯把整颗心掏出来。反正除了接吻别的也干不了，为坏男孩掏心掏肺的傻样子倒一点没变。,126
张小北,8,CG技术的新高峰。但如何讲述一个能够在全球大卖的故事，好莱坞也遇到了自己的困境。全新的未来正在展开，如何描述这个未来，是我们这一代人即将看到的变革。,54
人字一丿,4,技术牛逼。女主眼睛太大，总感觉像咕噜……看的4D，第一排，球赛那部分其实动得一般。和原作比起来真的比较失望……时间太短，深度不足，各种线比较牵强……,234
一口吃掉小蛋糕,10,《阿丽塔》真的是神还原了，看到钢铁城激动的想尖叫了！剧情还原度85%，但是绮莲的发色实在让人介怀。想来剧里除了医生似乎没有金发的人诶！不知是不是故意为之。另外不满的就是为什么拿掉雨果哥哥的梗呢？正因为有哥哥，雨果死都要去上面的执念才能成立啊！然后再吐槽下，原著阿丽塔和雨果明明到生死关头才表达的爱意，电影里就这么轻而易举的。果然是东西方差异啊不过卡神的特效团队真的要吹爆！！没有阿凡达的今年，看阿丽塔吧！你不会失望的！！,47
焚紙樓,4,死亡球賽高潮一絕，改編立意糨糊一坨。《銃夢》最核心的「對立」是什麼？是富對窮、大對小、邪對正、普羅對Chosen one嗎？都不是，是秩序對渾沌。秩序與渾沌可以包含一切前者，這些卻包含不了渾沌起於生氣的某份含糊。醫生可以享受殺人的快感、平庸的男孩可以是平庸的邪惡、戰鬥天使更可以是動念屠殺全城的惡魔……這份含糊並非美麗珍寶，人性卻因此而珍稀，電影卻拔除了它。電影好嗎？好，但是記得作家羅森的形容：「人想要永遠完美無瑕，唯獨變成雕像」；而，雕像是沒有生氣的。,76
喵喵描渺猫,8,推荐！谁不想拥有一个可萌可燃眼睛超大声音又好听的女朋友/女儿！！面部大特写看的我都酥了！眼睛很有戏！强烈建议推广机动球运动，简直集合了短道速滑和橄榄球于一体！总的看下来更像一部前奏，整体很紧凑！！剧情非常忠于原著！动作戏是亮点很出彩！特效华丽又真实！结尾有彩蛋！,66
姨妈的鸭,6,据说改编自一本漫画，我猜是《我的爸爸是魔法少女小樱》。,30
张春[阿卡纳],8,为再次突破的视效点赞。一个CG人物的演出，细腻出了自己的灵魂。我猜见到她的手办时，也会为她的大眼睛和小下巴动心一下。但是故事也太差了。跟神奇女侠一样样的，女英雄一出世，马上生死相许地爱上自己见到的第一个男人。人物其实毫无变化，设定一个不够就再来一个，但是整片一个扣子也没解。比如梦想是上天，可是到底上天干啥，完全硬刚。比如阿丽塔给了医生平静，但是为啥呢？地上的城市只有一件事，就是打比赛，所有的犯罪、娱乐、经济、职业、全部都是因为比赛，这个城市完全没有日常生活。最让我无法接受的是我第一次，在英雄电影里，看到，坏人，竟然，杀了一只狗！杀了一只狗！,11
JOJOORC/Z,8,改得很好啊，虽然原著的昭和味所剩不多，但整体的爽快度很棒，剧情也算忠实原著。可以先在b站那个漫画产品里看原著，希望漫画能火一下（就没火过,18
elimu,8,2010.2.22标的想看，刚好九年（泪）感觉就算有2也不如原作好看…看见机械和义体就兴奋。算是目前已有的漫改里最满意的一部吧,12
王俊俊,10,求你们去看战斗天使。求10000次。我不想写普通的影评，没有意义。我无法用语言表达我看到的东西。它和我正在构思的作品或者干脆说对世界理解的很多象征，都可以联想起来。它的信息量其实不算超级多，某种程度属于娱乐商业片。但是足够让我联想到我自己的那些东西。所以我想写50万字的小说，其实她就是我正在写的小说的理想模样里的一块拼图，我想先写成小说然后画成漫画，我想花30年做这样的事。我想把你们缩小然后丢进我的脑子里看我在想什么，顺便说一下这也是我的一个已经写完小说点子。所以，快去看吧，至少看我可以稍微理解一下我，和我做朋友。,22
艾晨,8,1.画风是罗德里格兹，各种肢解。情感是卡梅隆，规规矩矩；2.阿丽塔好评，大眼睛不违和；3.雨果差评，形神都差太多；4.绮莲有点鸡肋；5.经典画面神还原，但相对原著，电影只是开始，还在铺垫阶段。,21
